Airport_Code,Year,TotalClaims,Claim_Type,Total_Enplanement,PctClaims
PHF,2013,3,Passenger Property Loss,263964,0.0011%
PHF,2013,1,Property Damage,263964,0.0004%
PHF,2014,2,Passenger Property Loss,259082,0.0008%
PHF,2015,3,Property Damage,202104,0.0015%
PHF,2015,1,Passenger Property Loss,202104,0.0005%
PHF,2016,3,Property Damage,199421,0.0015%
PHF,2016,2,Passenger Property Loss,199421,0.0010%
PHF,2017,2,Property Damage,197994,0.0010%
PHL,2013,136,Passenger Property Loss,14727945,0.0009%
PHL,2013,72,Property Damage,14727945,0.0005%
PHL,2013,4,Personal Injury,14727945,0.0000%
PHL,2013,1,Unknown,14727945,0.0000%
PHL,2014,88,Passenger Property Loss,14792339,0.0006%
PHL,2014,79,Property Damage,14792339,0.0005%
PHL,2014,2,Unknown,14792339,0.0000%
PHL,2015,76,Passenger Property Loss,15101349,0.0005%
PHL,2015,67,Property Damage,15101349,0.0004%
PHL,2015,1,Personal Injury,15101349,0.0000%
PHL,2015,1,Motor Vehicle,15101349,0.0000%
PHL,2015,1,Employee Loss (MPCECA),15101349,0.0000%
PHL,2016,95,Passenger Property Loss,14564419,0.0007%
PHL,2016,55,Property Damage,14564419,0.0004%
PHL,2017,75,Passenger Property Loss,14271243,0.0005%
PHL,2017,56,Property Damage,14271243,0.0004%
PHL,2017,1,Complaint,14271243,0.0000%
PHL,2017,1,Unknown,14271243,0.0000%
PHX,2013,140,Passenger Property Loss,19525109,0.0007%
PHX,2013,77,Property Damage,19525109,0.0004%
PHX,2013,5,Personal Injury,19525109,0.0000%
PHX,2013,2,Unknown,19525109,0.0000%
PHX,2014,128,Passenger Property Loss,20344867,0.0006%
PHX,2014,85,Property Damage,20344867,0.0004%
PHX,2014,4,Personal Injury,20344867,0.0000%
PHX,2014,2,Unknown,20344867,0.0000%
PHX,2014,2,Complaint,20344867,0.0000%
PHX,2015,139,Passenger Property Loss,21351504,0.0007%
PHX,2015,75,Property Damage,21351504,0.0004%
PHX,2015,3,Personal Injury,21351504,0.0000%
PHX,2015,2,Complaint,21351504,0.0000%
PHX,2015,1,Unknown,21351504,0.0000%
PHX,2016,100,Passenger Property Loss,20896265,0.0005%
PHX,2016,75,Property Damage,20896265,0.0004%
PHX,2016,1,Personal Injury,20896265,0.0000%
PHX,2016,1,Missed Flight,20896265,0.0000%
PHX,2017,117,Passenger Property Loss,21185458,0.0006%
PHX,2017,87,Property Damage,21185458,0.0004%
PHX,2017,2,Unknown,21185458,0.0000%
PHX,2017,2,Personal Injury,21185458,0.0000%
PHX,2017,1,Missed Flight,21185458,0.0000%
PHX,2017,1,Not Provided,21185458,0.0000%
PIA,2013,5,Passenger Property Loss,291147,0.0017%
PIA,2013,3,Property Damage,291147,0.0010%
PIA,2014,3,Passenger Property Loss,320054,0.0009%
PIA,2015,2,Property Damage,318162,0.0006%
PIA,2016,2,Property Damage,307189,0.0007%
PIA,2017,3,Property Damage,312378,0.0010%
PIA,2017,2,Passenger Property Loss,312378,0.0006%
PIB,2016,1,Property Damage,12367,0.0081%
PIB,2016,1,Passenger Property Loss,12367,0.0081%
PIE,2013,3,Passenger Property Loss,514358,0.0006%
PIE,2013,1,Property Damage,514358,0.0002%
PIE,2014,4,Property Damage,663810,0.0006%
PIE,2014,3,Passenger Property Loss,663810,0.0005%
PIE,2015,4,Property Damage,819974,0.0005%
PIE,2016,4,Passenger Property Loss,915672,0.0004%
PIE,2017,6,Property Damage,1023471,0.0006%
PIE,2017,4,Passenger Property Loss,1023471,0.0004%
PIH,2016,1,Passenger Property Loss,34462,0.0029%
PIH,2017,1,Property Damage,40188,0.0025%
PIR,2013,2,Property Damage,14507,0.0138%
PIT,2013,28,Property Damage,3812460,0.0007%
PIT,2013,22,Passenger Property Loss,3812460,0.0006%
PIT,2014,14,Passenger Property Loss,3827860,0.0004%
PIT,2014,13,Property Damage,3827860,0.0003%
PIT,2015,26,Property Damage,3890681,0.0007%
PIT,2015,13,Passenger Property Loss,3890681,0.0003%
PIT,2015,1,Unknown,3890681,0.0000%
PIT,2016,31,Property Damage,3986114,0.0008%
PIT,2016,13,Passenger Property Loss,3986114,0.0003%
PIT,2016,1,Motor Vehicle,3986114,0.0000%
PIT,2017,24,Passenger Property Loss,4327434,0.0006%
PIT,2017,21,Property Damage,4327434,0.0005%
PLN,2013,2,Property Damage,27281,0.0073%
PLN,2013,2,Passenger Property Loss,27281,0.0073%
PLN,2014,3,Passenger Property Loss,28168,0.0107%
PLN,2014,1,Property Damage,28168,0.0036%
PLN,2015,1,Property Damage,25197,0.0040%
PLN,2016,2,Property Damage,25497,0.0078%
PLN,2016,1,Passenger Property Loss,25497,0.0039%
PNS,2013,9,Passenger Property Loss,744259,0.0012%
PNS,2013,6,Property Damage,744259,0.0008%
PNS,2014,6,Passenger Property Loss,758612,0.0008%
PNS,2014,5,Property Damage,758612,0.0007%
PNS,2014,1,Personal Injury,758612,0.0001%
PNS,2015,8,Property Damage,787916,0.0010%
PNS,2015,4,Passenger Property Loss,787916,0.0005%
PNS,2016,5,Passenger Property Loss,792916,0.0006%
PNS,2016,4,Property Damage,792916,0.0005%
PNS,2017,5,Passenger Property Loss,839248,0.0006%
PNS,2017,3,Property Damage,839248,0.0004%
PNS,2017,1,Personal Injury,839248,0.0001%
PQI,2013,1,Passenger Property Loss,11488,0.0087%
PQI,2015,1,Passenger Property Loss,12928,0.0077%
PRC,2016,1,Property Damage,3451,0.0290%
PSC,2013,6,Passenger Property Loss,327419,0.0018%
PSC,2013,5,Property Damage,327419,0.0015%
PSC,2014,1,Passenger Property Loss,329087,0.0003%
PSC,2015,1,Property Damage,348990,0.0003%
PSC,2015,1,Passenger Property Loss,348990,0.0003%
PSC,2016,2,Passenger Property Loss,374301,0.0005%
PSC,2016,1,Property Damage,374301,0.0003%
PSC,2017,1,Property Damage,376044,0.0003%
PSC,2017,1,Passenger Property Loss,376044,0.0003%
PSE,2014,2,Complaint,97271,0.0021%
PSE,2014,1,Personal Injury,97271,0.0010%
PSE,2014,1,Property Damage,97271,0.0010%
PSE,2015,1,Property Damage,98830,0.0010%
PSE,2015,1,Passenger Property Loss,98830,0.0010%
PSE,2016,1,Personal Injury,105804,0.0009%
PSE,2016,1,Passenger Property Loss,105804,0.0009%
PSE,2017,1,Unknown,89334,0.0011%
PSE,2017,1,Property Damage,89334,0.0011%
PSG,2014,1,Property Damage,19065,0.0052%
PSG,2014,1,Passenger Property Loss,19065,0.0052%
PSG,2015,1,Passenger Property Loss,20477,0.0049%
PSG,2016,1,Property Damage,21896,0.0046%
PSG,2017,1,Passenger Property Loss,22915,0.0044%
PSM,2014,1,Passenger Property Loss,45708,0.0022%
PSM,2016,2,Property Damage,73247,0.0027%
PSP,2013,17,Passenger Property Loss,875699,0.0019%
PSP,2013,10,Property Damage,875699,0.0011%
PSP,2014,11,Property Damage,953607,0.0012%
PSP,2014,9,Passenger Property Loss,953607,0.0009%
PSP,2015,10,Passenger Property Loss,947728,0.0011%
PSP,2015,7,Property Damage,947728,0.0007%
PSP,2016,9,Passenger Property Loss,995801,0.0009%
PSP,2016,7,Property Damage,995801,0.0007%
PSP,2017,20,Passenger Property Loss,1055970,0.0019%
PSP,2017,7,Property Damage,1055970,0.0007%
PUB,2016,1,Passenger Property Loss,,
PUB,2017,1,Passenger Property Loss,3833,0.0261%
PUW,2014,1,Property Damage,42294,0.0024%
PUW,2014,1,Passenger Property Loss,42294,0.0024%
PUW,2016,2,Property Damage,61833,0.0032%
PVC,2017,1,Passenger Property Loss,8900,0.0112%
PVD,2013,23,Passenger Property Loss,1884830,0.0012%
PVD,2013,18,Property Damage,1884830,0.0010%
PVD,2014,16,Property Damage,1764828,0.0009%
PVD,2014,14,Passenger Property Loss,1764828,0.0008%
PVD,2015,7,Property Damage,1763676,0.0004%
PVD,2015,7,Passenger Property Loss,1763676,0.0004%
PVD,2016,8,Property Damage,1803000,0.0004%
PVD,2016,8,Passenger Property Loss,1803000,0.0004%
PVD,2017,12,Property Damage,1940806,0.0006%
PVD,2017,12,Passenger Property Loss,1940806,0.0006%
PVD,2017,1,Unknown,1940806,0.0001%
PVU,2013,1,Passenger Property Loss,30090,0.0033%
PVU,2016,2,Property Damage,78451,0.0025%
PVU,2016,2,Passenger Property Loss,78451,0.0025%
PVU,2017,2,Property Damage,91581,0.0022%
PVU,2017,1,Passenger Property Loss,91581,0.0011%
PWM,2013,11,Passenger Property Loss,836942,0.0013%
PWM,2013,4,Property Damage,836942,0.0005%
PWM,2014,9,Passenger Property Loss,837820,0.0011%
PWM,2014,6,Property Damage,837820,0.0007%
PWM,2015,8,Property Damage,858449,0.0009%
PWM,2015,2,Passenger Property Loss,858449,0.0002%
PWM,2015,1,Personal Injury,858449,0.0001%
PWM,2015,1,Motor Vehicle,858449,0.0001%
PWM,2016,3,Passenger Property Loss,886343,0.0003%
PWM,2016,1,Property Damage,886343,0.0001%
PWM,2017,7,Property Damage,925903,0.0008%
PWM,2017,2,Passenger Property Loss,925903,0.0002%
RAP,2013,2,Property Damage,256052,0.0008%
RAP,2013,1,Passenger Property Loss,256052,0.0004%
RAP,2014,1,Passenger Property Loss,266623,0.0004%
RAP,2014,1,Property Damage,266623,0.0004%
RAP,2015,2,Property Damage,264183,0.0008%
RAP,2015,2,Passenger Property Loss,264183,0.0008%
RAP,2016,4,Passenger Property Loss,272537,0.0015%
RAP,2016,1,Property Damage,272537,0.0004%
RAP,2017,2,Property Damage,286567,0.0007%
RDD,2013,1,Property Damage,24875,0.0040%
RDD,2013,1,Passenger Property Loss,24875,0.0040%
RDD,2014,2,Passenger Property Loss,23170,0.0086%
RDD,2015,1,Passenger Property Loss,30852,0.0032%
RDD,2016,1,Passenger Property Loss,43414,0.0023%
RDD,2017,3,Property Damage,42361,0.0071%
RDM,2013,4,Property Damage,236303,0.0017%
RDM,2013,2,Passenger Property Loss,236303,0.0008%
RDM,2014,2,Passenger Property Loss,255654,0.0008%
RDM,2014,1,Property Damage,255654,0.0004%
RDM,2015,6,Property Damage,280823,0.0021%
RDM,2015,2,Passenger Property Loss,280823,0.0007%
RDM,2016,5,Passenger Property Loss,306517,0.0016%
RDM,2016,1,Property Damage,306517,0.0003%
RDM,2017,3,Property Damage,364921,0.0008%
RDM,2017,1,Passenger Property Loss,364921,0.0003%
RDU,2013,33,Passenger Property Loss,4482016,0.0007%
RDU,2013,18,Property Damage,4482016,0.0004%
RDU,2013,1,Personal Injury,4482016,0.0000%
RDU,2014,24,Property Damage,4673869,0.0005%
RDU,2014,22,Passenger Property Loss,4673869,0.0005%
RDU,2015,33,Passenger Property Loss,4954735,0.0007%
RDU,2015,27,Property Damage,4954735,0.0005%
RDU,2016,30,Passenger Property Loss,5401714,0.0006%
RDU,2016,19,Property Damage,5401714,0.0004%
RDU,2016,1,Personal Injury,5401714,0.0000%
RDU,2016,1,Employee Loss (MPCECA),5401714,0.0000%
RDU,2017,37,Property Damage,5692659,0.0006%
RDU,2017,28,Passenger Property Loss,5692659,0.0005%
RDU,2017,1,Motor Vehicle,5692659,0.0000%
RFD,2013,1,Passenger Property Loss,109384,0.0009%
RFD,2014,1,Property Damage,111983,0.0009%
RFD,2016,1,Passenger Property Loss,101790,0.0010%
RHI,2013,1,Property Damage,18819,0.0053%
RHI,2015,1,Property Damage,20673,0.0048%
RHI,2017,1,Property Damage,23014,0.0043%
RIC,2013,12,Passenger Property Loss,1597913,0.0008%
RIC,2013,5,Property Damage,1597913,0.0003%
RIC,2014,14,Property Damage,1671096,0.0008%
RIC,2014,14,Passenger Property Loss,1671096,0.0008%
RIC,2014,1,Complaint,1671096,0.0001%
RIC,2015,10,Passenger Property Loss,1740391,0.0006%
RIC,2015,8,Property Damage,1740391,0.0005%
RIC,2015,1,Personal Injury,1740391,0.0001%
RIC,2016,8,Property Damage,1777648,0.0005%
RIC,2016,8,Passenger Property Loss,1777648,0.0005%
RIC,2017,11,Passenger Property Loss,1822486,0.0006%
RIC,2017,7,Property Damage,1822486,0.0004%
RKS,2017,1,Property Damage,18109,0.0055%
RNO,2013,32,Passenger Property Loss,1671926,0.0019%
RNO,2013,23,Property Damage,1671926,0.0014%
RNO,2014,18,Passenger Property Loss,1611572,0.0011%
RNO,2014,16,Property Damage,1611572,0.0010%
RNO,2014,1,Personal Injury,1611572,0.0001%
RNO,2015,15,Passenger Property Loss,1669876,0.0009%
RNO,2015,15,Property Damage,1669876,0.0009%
RNO,2015,1,Complaint,1669876,0.0001%
RNO,2016,14,Passenger Property Loss,1771864,0.0008%
RNO,2016,7,Property Damage,1771864,0.0004%
RNO,2016,1,Personal Injury,1771864,0.0001%
RNO,2017,14,Passenger Property Loss,1953028,0.0007%
RNO,2017,9,Property Damage,1953028,0.0005%
ROA,2013,3,Property Damage,310295,0.0010%
ROA,2013,2,Passenger Property Loss,310295,0.0006%
ROA,2014,2,Passenger Property Loss,305496,0.0007%
ROA,2014,1,Property Damage,305496,0.0003%
ROA,2015,5,Passenger Property Loss,300181,0.0017%
ROA,2015,3,Property Damage,300181,0.0010%
ROA,2016,2,Property Damage,305212,0.0007%
ROA,2017,1,Property Damage,309341,0.0003%
ROA,2017,1,Passenger Property Loss,309341,0.0003%
ROC,2013,2,Property Damage,1209245,0.0002%
ROC,2013,2,Passenger Property Loss,1209245,0.0002%
ROC,2013,1,Personal Injury,1209245,0.0001%
ROC,2014,3,Property Damage,1173933,0.0003%
ROC,2014,2,Passenger Property Loss,1173933,0.0002%
ROC,2015,3,Passenger Property Loss,1177994,0.0003%
ROC,2016,3,Passenger Property Loss,1186002,0.0003%
ROC,2017,2,Passenger Property Loss,1205774,0.0002%
ROC,2017,1,Property Damage,1205774,0.0001%
ROW,2013,1,Property Damage,32616,0.0031%
RST,2013,2,Passenger Property Loss,109870,0.0018%
RST,2014,1,Property Damage,119874,0.0008%
RST,2014,1,Passenger Property Loss,119874,0.0008%
RST,2016,2,Passenger Property Loss,112864,0.0018%
RST,2017,1,Property Damage,143675,0.0007%
RST,2017,1,Personal Injury,143675,0.0007%
RST,2017,1,Passenger Property Loss,143675,0.0007%
RSW,2013,41,Passenger Property Loss,3788870,0.0011%
RSW,2013,21,Property Damage,3788870,0.0006%
RSW,2013,2,Personal Injury,3788870,0.0001%
RSW,2014,38,Passenger Property Loss,3948006,0.0010%
RSW,2014,28,Property Damage,3948006,0.0007%
RSW,2015,26,Passenger Property Loss,4159215,0.0006%
RSW,2015,24,Property Damage,4159215,0.0006%
RSW,2016,29,Passenger Property Loss,4239261,0.0007%
RSW,2016,24,Property Damage,4239261,0.0006%
RSW,2016,1,Missed Flight,4239261,0.0000%
RSW,2017,34,Property Damage,4364224,0.0008%
RSW,2017,28,Passenger Property Loss,4364224,0.0006%
RSW,2017,1,Unknown,4364224,0.0000%
RUT,2013,1,Property Damage,5321,0.0188%
RUT,2017,2,Property Damage,5024,0.0398%
SAF,2013,6,Passenger Property Loss,65118,0.0092%
SAF,2013,1,Property Damage,65118,0.0015%
SAF,2014,3,Property Damage,74749,0.0040%
SAF,2014,3,Passenger Property Loss,74749,0.0040%
SAF,2015,4,Passenger Property Loss,75460,0.0053%
SAF,2016,5,Property Damage,71252,0.0070%
SAF,2016,2,Passenger Property Loss,71252,0.0028%
SAF,2017,6,Passenger Property Loss,103679,0.0058%
SAN,2013,73,Passenger Property Loss,8878772,0.0008%
SAN,2013,59,Property Damage,8878772,0.0007%
SAN,2013,2,Unknown,8878772,0.0000%
SAN,2013,1,Personal Injury,8878772,0.0000%
SAN,2014,65,Passenger Property Loss,9333152,0.0007%
SAN,2014,64,Property Damage,9333152,0.0007%
SAN,2014,1,Unknown,9333152,0.0000%
SAN,2015,59,Property Damage,9985763,0.0006%
SAN,2015,52,Passenger Property Loss,9985763,0.0005%
SAN,2016,67,Property Damage,10340164,0.0006%
SAN,2016,51,Passenger Property Loss,10340164,0.0005%
SAN,2016,1,Personal Injury,10340164,0.0000%
SAN,2017,62,Passenger Property Loss,11139933,0.0006%
SAN,2017,56,Property Damage,11139933,0.0005%
SAN,2017,1,Unknown,11139933,0.0000%
SAN,2017,1,Personal Injury,11139933,0.0000%
SAT,2013,55,Passenger Property Loss,4005874,0.0014%
SAT,2013,19,Property Damage,4005874,0.0005%
SAT,2013,1,Personal Injury,4005874,0.0000%
SAT,2014,29,Passenger Property Loss,4046856,0.0007%
SAT,2014,22,Property Damage,4046856,0.0005%
SAT,2014,2,Personal Injury,4046856,0.0000%
SAT,2014,1,Unknown,4046856,0.0000%
SAT,2015,18,Passenger Property Loss,4091434,0.0004%
SAT,2015,13,Property Damage,4091434,0.0003%
SAT,2015,2,Personal Injury,4091434,0.0000%
SAT,2016,23,Passenger Property Loss,4179994,0.0006%
SAT,2016,20,Property Damage,4179994,0.0005%
SAT,2016,2,Personal Injury,4179994,0.0000%
SAT,2016,1,Property Loss,4179994,0.0000%
SAT,2017,14,Passenger Property Loss,4382127,0.0003%
SAT,2017,13,Property Damage,4382127,0.0003%
SAV,2013,13,Property Damage,798376,0.0016%
SAV,2013,7,Passenger Property Loss,798376,0.0009%
SAV,2014,20,Passenger Property Loss,932416,0.0021%
SAV,2014,7,Property Damage,932416,0.0008%
SAV,2014,1,Motor Vehicle,932416,0.0001%
SAV,2015,11,Property Damage,980531,0.0011%
SAV,2015,6,Passenger Property Loss,980531,0.0006%
SAV,2016,11,Passenger Property Loss,1056265,0.0010%
SAV,2016,6,Property Damage,1056265,0.0006%
SAV,2017,10,Property Damage,1192340,0.0008%
SAV,2017,6,Passenger Property Loss,1192340,0.0005%
SAV,2017,2,Passenger Theft,1192340,0.0002%
SAW,2015,1,Passenger Property Loss,42578,0.0023%
SBA,2013,2,Property Damage,364360,0.0005%
SBA,2013,2,Passenger Property Loss,364360,0.0005%
SBA,2014,4,Property Damage,335049,0.0012%
SBA,2014,3,Passenger Property Loss,335049,0.0009%
SBA,2015,1,Property Damage,316511,0.0003%
SBA,2015,1,Passenger Property Loss,316511,0.0003%
SBA,2016,1,Passenger Property Loss,329751,0.0003%
SBA,2017,5,Passenger Property Loss,356608,0.0014%
SBA,2017,1,Property Damage,356608,0.0003%
SBN,2013,4,Property Damage,328992,0.0012%
SBN,2014,2,Property Damage,311158,0.0006%
SBN,2015,1,Property Damage,315313,0.0003%
SBN,2016,1,Passenger Property Loss,329957,0.0003%
SBN,2016,1,Property Damage,329957,0.0003%
SBN,2017,5,Property Damage,307471,0.0016%
SBN,2017,1,Passenger Property Loss,307471,0.0003%
SBP,2013,2,Passenger Property Loss,135844,0.0015%
SBP,2013,1,Property Damage,135844,0.0007%
SBP,2014,2,Property Damage,151394,0.0013%
SBP,2014,2,Passenger Property Loss,151394,0.0013%
SBP,2015,1,Passenger Property Loss,144324,0.0007%
SBP,2016,1,Passenger Property Loss,162719,0.0006%
SBP,2017,1,Property Damage,197594,0.0005%
SBY,2013,1,Passenger Property Loss,62670,0.0016%
SBY,2016,2,Property Damage,58695,0.0034%
SCC,2014,1,Passenger Property Loss,56001,0.0018%
SCC,2017,1,Passenger Property Loss,41849,0.0024%
SCE,2015,2,Property Damage,,
SCE,2016,2,Property Damage,,
SCE,2017,1,Property Damage,,
SCE,2017,1,Passenger Property Loss,,
SCK,2013,1,Property Damage,71757,0.0014%
SCK,2013,1,Passenger Property Loss,71757,0.0014%
SCK,2014,1,Passenger Property Loss,82298,0.0012%
SCK,2015,2,Property Damage,80163,0.0025%
SCK,2017,1,Property Damage,96201,0.0010%
SDF,2013,14,Property Damage,1668667,0.0008%
SDF,2013,14,Passenger Property Loss,1668667,0.0008%
SDF,2014,9,Passenger Property Loss,1634983,0.0006%
SDF,2014,4,Property Damage,1634983,0.0002%
SDF,2015,14,Passenger Property Loss,1640297,0.0009%
SDF,2015,12,Property Damage,1640297,0.0007%
SDF,2016,11,Passenger Property Loss,1631494,0.0007%
SDF,2016,9,Property Damage,1631494,0.0006%
SDF,2017,11,Property Damage,1684738,0.0007%
SDF,2017,7,Passenger Property Loss,1684738,0.0004%
SDY,2014,1,Passenger Property Loss,11878,0.0084%
SEA,2013,157,Passenger Property Loss,16690295,0.0009%
SEA,2013,112,Property Damage,16690295,0.0007%
SEA,2013,2,Unknown,16690295,0.0000%
SEA,2014,129,Passenger Property Loss,17888080,0.0007%
SEA,2014,70,Property Damage,17888080,0.0004%
SEA,2014,1,Unknown,17888080,0.0000%
SEA,2015,124,Passenger Property Loss,20148980,0.0006%
SEA,2015,98,Property Damage,20148980,0.0005%
SEA,2015,1,Employee Loss (MPCECA),20148980,0.0000%
SEA,2015,1,Complaint,20148980,0.0000%
SEA,2016,109,Passenger Property Loss,21887110,0.0005%
SEA,2016,87,Property Damage,21887110,0.0004%
SEA,2016,2,Personal Injury,21887110,0.0000%
SEA,2016,1,Complaint,21887110,0.0000%
SEA,2017,108,Passenger Property Loss,22639124,0.0005%
SEA,2017,92,Property Damage,22639124,0.0004%
SEA,2017,3,Unknown,22639124,0.0000%
SEA,2017,1,Personal Injury,22639124,0.0000%
SEA,2017,1,Missed Flight,22639124,0.0000%
SFB,2013,8,Passenger Property Loss,971522,0.0008%
SFB,2013,2,Property Damage,971522,0.0002%
SFB,2014,11,Property Damage,1064133,0.0010%
SFB,2014,1,Passenger Property Loss,1064133,0.0001%
SFB,2015,3,Passenger Property Loss,1209382,0.0002%
SFB,2015,1,Property Damage,1209382,0.0001%
SFB,2017,6,Passenger Property Loss,1434990,0.0004%
SFO,2013,14,Passenger Property Loss,21704626,0.0001%
SFO,2013,8,Property Damage,21704626,0.0000%
SFO,2013,2,Personal Injury,21704626,0.0000%
SFO,2014,18,Passenger Property Loss,22770783,0.0001%
SFO,2014,9,Property Damage,22770783,0.0000%
SFO,2014,1,Personal Injury,22770783,0.0000%
SFO,2015,19,Passenger Property Loss,24190560,0.0001%
SFO,2015,8,Property Damage,24190560,0.0000%
SFO,2015,1,Unknown,24190560,0.0000%
SFO,2016,25,Passenger Property Loss,25707101,0.0001%
SFO,2016,8,Property Damage,25707101,0.0000%
SFO,2017,25,Passenger Property Loss,26900048,0.0001%
SFO,2017,16,Property Damage,26900048,0.0001%
SFO,2017,1,Motor Vehicle,26900048,0.0000%
SGF,2013,2,Passenger Property Loss,368752,0.0005%
SGF,2013,2,Property Damage,368752,0.0005%
SGF,2014,5,Passenger Property Loss,420017,0.0012%
SGF,2014,2,Property Damage,420017,0.0005%
SGF,2015,3,Property Damage,447843,0.0007%
SGF,2015,2,Passenger Property Loss,447843,0.0004%
SGF,2015,1,Motor Vehicle,447843,0.0002%
SGF,2016,4,Passenger Property Loss,462126,0.0009%
SGF,2017,4,Passenger Property Loss,483259,0.0008%
SGF,2017,1,Property Damage,483259,0.0002%
SGF,2017,1,Motor Vehicle,483259,0.0002%
SGJ,2015,1,Passenger Property Loss,22030,0.0045%
SGJ,2016,2,Property Damage,28462,0.0070%
SGJ,2017,1,Passenger Property Loss,11431,0.0087%
SGU,2014,1,Passenger Property Loss,59321,0.0017%
SGU,2015,1,Property Damage,69680,0.0014%
SGU,2017,1,Property Damage,103569,0.0010%
SGU,2017,1,Passenger Property Loss,103569,0.0010%
SHD,2013,2,Passenger Property Loss,19730,0.0101%
SHR,2013,1,Passenger Property Loss,14126,0.0071%
SHV,2013,1,Property Damage,279897,0.0004%
SHV,2013,1,Personal Injury,279897,0.0004%
SHV,2014,3,Property Damage,307540,0.0010%
SHV,2014,2,Passenger Property Loss,307540,0.0007%
SHV,2015,1,Property Damage,295257,0.0003%
SHV,2015,1,Passenger Property Loss,295257,0.0003%
SHV,2016,3,Property Damage,270395,0.0011%
SHV,2016,1,Passenger Property Loss,270395,0.0004%
SIT,2013,1,Property Damage,67989,0.0015%
SIT,2014,1,Passenger Property Loss,72027,0.0014%
SIT,2015,1,Property Damage,81019,0.0012%
SIT,2016,1,Property Damage,83404,0.0012%
SJC,2013,29,Passenger Property Loss,4315839,0.0007%
SJC,2013,22,Property Damage,4315839,0.0005%
SJC,2013,1,Unknown,4315839,0.0000%
SJC,2014,25,Passenger Property Loss,4621003,0.0005%
SJC,2014,18,Property Damage,4621003,0.0004%
SJC,2015,18,Passenger Property Loss,4822480,0.0004%
SJC,2015,15,Property Damage,4822480,0.0003%
SJC,2016,31,Passenger Property Loss,5321603,0.0006%
SJC,2016,22,Property Damage,5321603,0.0004%
SJC,2017,30,Property Damage,6130878,0.0005%
SJC,2017,29,Passenger Property Loss,6130878,0.0005%
SJC,2017,3,Unknown,6130878,0.0000%
SJC,2017,1,Missed Flight,6130878,0.0000%
SJT,2013,4,Passenger Property Loss,62296,0.0064%
SJT,2013,2,Property Damage,62296,0.0032%
SJT,2014,1,Passenger Property Loss,65973,0.0015%
SJT,2014,1,Property Damage,65973,0.0015%
SJT,2016,1,Property Damage,60277,0.0017%
SJT,2016,1,Passenger Property Loss,60277,0.0017%
SJU,2013,57,Passenger Property Loss,4103197,0.0014%
SJU,2013,23,Property Damage,4103197,0.0006%
SJU,2013,2,Unknown,4103197,0.0000%
SJU,2014,54,Passenger Property Loss,4187888,0.0013%
SJU,2014,28,Property Damage,4187888,0.0007%
SJU,2015,32,Passenger Property Loss,4233638,0.0008%
SJU,2015,24,Property Damage,4233638,0.0006%
SJU,2015,2,Personal Injury,4233638,0.0000%
SJU,2015,1,Unknown,4233638,0.0000%
SJU,2016,31,Passenger Property Loss,4343354,0.0007%
SJU,2016,23,Property Damage,4343354,0.0005%
SJU,2017,32,Passenger Property Loss,4203766,0.0008%
SJU,2017,23,Property Damage,4203766,0.0005%
SLC,2013,46,Property Damage,9668048,0.0005%
SLC,2013,38,Passenger Property Loss,9668048,0.0004%
SLC,2013,1,Personal Injury,9668048,0.0000%
SLC,2014,42,Property Damage,10139065,0.0004%
SLC,2014,28,Passenger Property Loss,10139065,0.0003%
SLC,2015,36,Property Damage,10634538,0.0003%
SLC,2015,30,Passenger Property Loss,10634538,0.0003%
SLC,2015,2,Unknown,10634538,0.0000%
SLC,2016,38,Property Damage,11143738,0.0003%
SLC,2016,28,Passenger Property Loss,11143738,0.0003%
SLC,2017,37,Passenger Property Loss,11615954,0.0003%
SLC,2017,29,Property Damage,11615954,0.0002%
SLC,2017,1,Motor Vehicle,11615954,0.0000%
SMF,2013,34,Passenger Property Loss,4255145,0.0008%
SMF,2013,28,Property Damage,4255145,0.0007%
SMF,2013,1,Personal Injury,4255145,0.0000%
SMF,2014,29,Passenger Property Loss,4384616,0.0007%
SMF,2014,19,Property Damage,4384616,0.0004%
SMF,2015,30,Passenger Property Loss,4714729,0.0006%
SMF,2015,18,Property Damage,4714729,0.0004%
SMF,2015,1,Complaint,4714729,0.0000%
SMF,2015,1,Motor Vehicle,4714729,0.0000%
SMF,2016,40,Passenger Property Loss,4969366,0.0008%
SMF,2016,26,Property Damage,4969366,0.0005%
SMF,2016,1,Property Loss,4969366,0.0000%
SMF,2017,40,Passenger Property Loss,5341595,0.0007%
SMF,2017,27,Property Damage,5341595,0.0005%
SMX,2015,1,Property Damage,43941,0.0023%
SNA,2013,44,Passenger Property Loss,4540628,0.0010%
SNA,2013,24,Property Damage,4540628,0.0005%
SNA,2013,1,Unknown,4540628,0.0000%
SNA,2014,37,Passenger Property Loss,4584147,0.0008%
SNA,2014,19,Property Damage,4584147,0.0004%
SNA,2015,30,Property Damage,4945209,0.0006%
SNA,2015,16,Passenger Property Loss,4945209,0.0003%
SNA,2015,1,Personal Injury,4945209,0.0000%
SNA,2016,18,Passenger Property Loss,5217242,0.0003%
SNA,2016,15,Property Damage,5217242,0.0003%
SNA,2017,24,Property Damage,5082716,0.0005%
SNA,2017,21,Passenger Property Loss,5082716,0.0004%
SOW,2015,1,Passenger Property Loss,2253,0.0444%
SPI,2014,1,Passenger Property Loss,86198,0.0012%
SPI,2015,2,Passenger Property Loss,90413,0.0022%
